username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
PizzaDayTx,,Austin,12,15,309,2017-01-16 17:29:25,2020-05-04 13:05:26,0,"Now open for Pickup and Delivery from 4 pm to 9 pm
Iftar Special - 7 pm - 9 pm
Call to Order: 512-345-7492
Order Online: https://t.co/Co9ptNzzO8
#Pizzas #Pizzaday #glutenfree #vegan #Halal #Organic #foodies #Quarantine #WorkFromHome #QuarantineLife #eatlocal #ramdan #Iftarspecial https://t.co/LUCsVCpmBD","[{'text': 'Pizzas', 'indices': [145, 152]}, {'text': 'Pizzaday', 'indices': [153, 162]}, {'text': 'glutenfree', 'indices': [163, 174]}, {'text': 'vegan', 'indices': [175, 181]}, {'text': 'Halal', 'indices': [182, 188]}, {'text': 'Organic', 'indices': [189, 197]}, {'text': 'foodies', 'indices': [198, 206]}, {'text': 'Quarantine', 'indices': [207, 218]}, {'text': 'WorkFromHome', 'indices': [219, 232]}, {'text': 'QuarantineLife', 'indices': [233, 248]}, {'text': 'eatlocal', 'indices': [249, 258]}, {'text': 'ramdan', 'indices': [259, 266]}, {'text': 'Iftarspecial', 'indices': [267, 280]}]"
agargmd,#lifestylemedicine #plantbased #vegan #mindfulness #straightedge #Zen #禅 #meded #GiftedEd|Tweets≠med advice|Tweets my own|RT≠endorsement|Some tweets parody,"Chicago, IL",6846,7510,113821,2009-05-29 13:08:01,2020-05-04 13:05:23,0,"@Saintsman3 Another type of “ex vegan” one of whom I know in Chicago area will go on such an extreme plan so as to be unsustainable, unhealthy and not provide adequate calories or macros. Then blame because it’s a #vegan diet.","[{'text': 'vegan', 'indices': [214, 220]}]"
yogidut,"REALTOR BY PROFESSION,,MODI-FIED,,
VISION - BACK TO YOGA, BACK TO VEDAS                                                             RTs are not endorsements"," Ludhiana, Bhaarat (India)",1081,268,19509,2009-11-01 19:46:24,2020-05-04 13:04:48,9,I hope I'm still alive when the world becomes #Vegan. It's this kids generation that will lead us there. #VeganIsTheFuture https://t.co/dJMhTnZAyG,"[{'text': 'Vegan', 'indices': [64, 70]}, {'text': 'VeganIsTheFuture', 'indices': [123, 140]}]"
grimmcore666,,"London, England",553,112,1169,2013-12-04 12:14:11,2020-05-04 13:04:47,0,"Humans whinging that they hate being cooped up, confind and imprisoned in their own homes....
#vegan #veganism #friendsnotfood #veganlifestyle #endanimalcruelty #vegancommunity #endspecieism #healthyvegan https://t.co/SWsDvM89Hk","[{'text': 'vegan', 'indices': [94, 100]}, {'text': 'veganism', 'indices': [101, 110]}, {'text': 'friendsnotfood', 'indices': [111, 126]}, {'text': 'veganlifestyle', 'indices': [127, 142]}, {'text': 'endanimalcruelty', 'indices': [143, 160]}, {'text': 'vegancommunity', 'indices': [161, 176]}, {'text': 'endspecieism', 'indices': [177, 190]}, {'text': 'healthyvegan', 'indices': [191, 204]}]"
allenow83890817,"Seeker of truth   Socialist    Anti Monarchist   Atheist   Vegan.
Faux Decorator & Antique Dealer", Kensington & Chelsea  London,1808,792,53308,2019-08-16 14:44:53,2020-05-04 13:04:32,27,"We may be 1 bush-meat meal away from the next HIV 1 pangolin plate away from the next killer coronavirus &amp; 1 factory farm away from the next deadly flu says infectious disease expert Dr Michael Greger #covid19 #coronavirus 
#CanselAnimalAg
#GoVegan https://t.co/mCwsFkG2uK",[]
cheftonymulgrew,Passion for fresh quality produce in schools. BBC Food and Farming Award Winner 2014. Early Director of IET. incredible edible Cateys chef manager Winner 2018,halifax west yorkshire,211,1649,12783,2012-07-18 20:13:21,2020-05-04 13:04:31,1,Inspired by my favourite #streetfood vendor @Manjitskitchen #vegan #MumbaiBurger with spiced Indian rice using @essentialcuisin #indian seasoning @vegsoc @TheVeganSociety @SAfoodforlife @EDUcateringmag @PSCMagazine #schoollunchs #lockdown @JeanetteOrrey https://t.co/Ae8xP8iOGq,"[{'text': 'streetfood', 'indices': [25, 36]}, {'text': 'vegan', 'indices': [60, 66]}, {'text': 'MumbaiBurger', 'indices': [67, 80]}, {'text': 'indian', 'indices': [128, 135]}, {'text': 'schoollunchs', 'indices': [215, 228]}, {'text': 'lockdown', 'indices': [229, 238]}]"
BissousKiss,"""The idea that some lives matter less, is the root of all that is wrong with the world."" -Dr. Paul Farmer.",,191,193,24998,2013-11-25 06:33:39,2020-05-04 13:04:17,142,"Are your tastebuds worth more than a life?🐷
Are they worth more than the health of the planet?🌍🌱
That one egg for breakfast is responsible for this! 🍳🐣👇🤯 #meatkillseveryone #eggindustry 

Help end the cruelty. #GoVegan #TryVeganToday #savenaturesaveearth @_AnimalAdvocate https://t.co/dCQk5qAriO",[]
cherylmtweets,Ask me to tell you what I honestly think and I will. Views are most certainly my own.,"Oakville, Ontario",218,65,703,2020-03-03 01:58:34,2020-05-04 13:04:10,0,"@gmarie55 @RachelNotley @jkenney If this is what it takes to put meat on our tables, I’m thinking that I can do without meat on my plate. If they treat their employees this way, I don’t trust their product sourcing and integrity. #vegetarian #vegan #veganlife","[{'text': 'vegetarian', 'indices': [230, 241]}, {'text': 'vegan', 'indices': [242, 248]}, {'text': 'veganlife', 'indices': [249, 259]}]"
scott_brown_ca,Loving good healthy food - mostly,"Carmel, CA",1114,1284,23264,2016-09-07 07:58:47,2020-05-04 13:04:06,0,Vegan brioche buns 😻 #vegan #food #yummy https://t.co/BV3wStPFwD,"[{'text': 'vegan', 'indices': [21, 27]}, {'text': 'food', 'indices': [28, 33]}, {'text': 'yummy', 'indices': [34, 40]}]"
Hannearts,"23 yo anorexia survivor and author of JUST PERFECT and RED RIBBONS. Hobbies include mental health vlogging, reading, and eating peanut butter from the jar.",,58,254,1731,2014-03-18 05:57:43,2020-05-04 13:03:51,0,My Journey into Veganism (&amp; How to Convince Your Parents to Let You Go #vegan) https://t.co/YG1UCTLJfD via @YouTube #anorexiarecovery,"[{'text': 'vegan', 'indices': [75, 81]}, {'text': 'anorexiarecovery', 'indices': [120, 137]}]"
cosasdemanana,"Kpoper 🗻
Blogger 🌹
Los libros son vida 📚
#SaveYourInternet #StopACTA2 #CloversForAssange",,692,724,59592,2016-07-19 20:09:07,2020-05-04 13:03:36,10,"Still not sure of the link between eating animals and pandemics? 
@vivacampaigns is here to help!

https://t.co/t1EmETVvPl  #COVID #pandemic #SaturdayThoughts #recipes #Food #Vegan",[]
My3LilKittens,"Cat Whisperer, Baker, Wife, Mom, Blogger, Social Media Lover and Fan of Everything Meowy Fantastic!","Alberta, Canada",22610,30390,59555,2011-01-03 18:11:57,2020-05-04 13:03:25,1,"Nothing beats a rish, creamy, super chocolate-y chocolate mousse. Even better? This one is totally vegan. And you'd never guess! You'll have to try it. #chocolatemousse #vegan https://t.co/7W6vVxrDqB https://t.co/EjEfVUZKhS",[]
cosasdemanana,"Kpoper 🗻
Blogger 🌹
Los libros son vida 📚
#SaveYourInternet #StopACTA2 #CloversForAssange",,692,724,59592,2016-07-19 20:09:07,2020-05-04 13:03:15,2,"Looking to up your vegan chef game?

What better teacher than Matthew Kenney?
https://t.co/TJSTjn13yh #Foodie #Vegan #vegetarian #recipes","[{'text': 'Foodie', 'indices': [118, 125]}, {'text': 'Vegan', 'indices': [126, 132]}]"
Louisepru,Ethical vegan ❤️🐮🐷🦃🐟🐥🦀environmentalist🌎🌳conservationist🌍🌞🌿 rights for all animals 🐘🐋🐢🐙 feline foster mom 🐱,,3316,2648,74813,2011-10-29 17:04:25,2020-05-04 13:03:08,0,"How can #Covid19 scientific fact, hundreds of thousands of deaths, millions sick, not convince you that it’s time to stop eating animal carcasses?! #GoVegan https://t.co/fxRhNzR3sn","[{'text': 'Covid19', 'indices': [8, 16]}, {'text': 'GoVegan', 'indices': [148, 156]}]"
agargmd,#lifestylemedicine #plantbased #vegan #mindfulness #straightedge #Zen #禅 #meded #GiftedEd|Tweets≠med advice|Tweets my own|RT≠endorsement|Some tweets parody,"Chicago, IL",6846,7510,113821,2009-05-29 13:08:01,2020-05-04 13:02:59,1,"@agargmd Raw #vegan for more than a decade. Vegetarian for a decade before that. I'm not planning on quitting.

#rawvegan is really awesome.","[{'text': 'vegan', 'indices': [26, 32]}, {'text': 'rawvegan', 'indices': [125, 134]}]"
VeganUltra1,"A journeyman tired of war seeking understanding, support and justice for the many innocent unheard voices",,357,147,606,2020-02-07 20:09:01,2020-05-04 13:02:42,1,"There is no debate AGAINST veganism. Not one.

There is only an argument FOR abuse and cruelty because you like the taste of flesh and bodily fluids, neither of which you need.

Veganism is DECENCY and responsible living, towards animals and humans.

Be responsible.

#GoVegan",[]
MhiztaCredit,"I'm an artist, song writer and DJ",Lagos,158,14,40,2019-06-22 20:48:35,2020-05-04 13:02:36,181,"My people, #veganlife doesn’t mean you can’t still enjoy... Presenting MUSHROOM EGUSI! 🍛👏🏾🔥 https://t.co/kGua4b8Sqj","[{'text': 'veganlife', 'indices': [27, 37]}]"
Dustin_Schrank,"“Never doubt that a small group of thoughtful, committed citizens can change the world; indeed its the only thing that ever has” Margret Mead","Wisconsin, USA",62,27,416,2020-01-14 23:12:11,2020-05-04 13:02:28,26,"If you're a Leftist who's #vegan, #vegetarian, #plantbased or animal rights + justice is a top issue for you and I'm not following you here or my personal @stephaniequilao, let me know with reply and I'll follow you.

We leftists gotta start organizing more on animal issues.","[{'text': 'vegan', 'indices': [45, 51]}, {'text': 'vegetarian', 'indices': [53, 64]}, {'text': 'plantbased', 'indices': [66, 77]}]"
KarasDebbie,"As nurse practitioner, I am here to support you on your health care journey to feel better, have more energy, get a better sleep and weight management.",Midwest,107,19,47,2014-02-24 15:16:41,2020-05-04 13:02:12,0,"Looking for ways to eat right? Here are 40 awesome vegan recipes to get your started!!

https://t.co/SQe1EOZ76L

#NaturalHealthyCare #AlternativeMedicine #Vegan #Recipes #EatHealthy https://t.co/mUrC9SJRrZ","[{'text': 'NaturalHealthyCare', 'indices': [113, 132]}, {'text': 'AlternativeMedicine', 'indices': [133, 153]}, {'text': 'Vegan', 'indices': [154, 160]}, {'text': 'Recipes', 'indices': [161, 169]}, {'text': 'EatHealthy', 'indices': [170, 181]}]"
ImJustAWolfGirl,"Activista por los derechos animales, proyectista Ley 4840/13 @LeyAnimal_Py, Mom; mitad ella mitad lobo, Anti-ísmos, imperfectamente humana. Atea y #ASD #AS 🌈",Somewhere over the rainbow,892,1526,39424,2007-06-28 19:11:56,2020-05-04 13:02:09,5,"Are you ever in one of them moods when you are so tightly wound and coiled and everything is pissing you off, even the birds singing, thats me today, think i need to walk barefoot, earth myself #grounding if i had my way id be barefoot all the time #spirit #earth #vegan #earthing https://t.co/agJ0cwG1M4",[]
ChubbieVegan,"#vegan since 2013 & loving every delicious second of it. All food is eaten by me, yay, whether homemade or bought.
#Persian heritage
#Manchester based #foodporn","Manchester, England",861,1918,1602,2016-02-07 17:32:02,2020-05-04 13:01:51,0,"Really tasty vegan margherita pizza from Morrisons, topped up with garlic mushrooms and spinach for a quick and easy lazy Sunday dinner.

#vegan #eggfree #dairyfree #meatfree #veganfood #plantbased #crueltyfree #manchestervegan #covidcooking #covid19uk  #lockdownlife #pizza https://t.co/Le0r58wzy6","[{'text': 'vegan', 'indices': [138, 144]}, {'text': 'eggfree', 'indices': [145, 153]}, {'text': 'dairyfree', 'indices': [154, 164]}, {'text': 'meatfree', 'indices': [165, 174]}, {'text': 'veganfood', 'indices': [175, 185]}, {'text': 'plantbased', 'indices': [186, 197]}, {'text': 'crueltyfree', 'indices': [198, 210]}, {'text': 'manchestervegan', 'indices': [211, 227]}, {'text': 'covidcooking', 'indices': [228, 241]}, {'text': 'covid19uk', 'indices': [242, 252]}, {'text': 'lockdownlife', 'indices': [254, 267]}, {'text': 'pizza', 'indices': [268, 274]}]"
TammyTu78097268,https://t.co/DI0fam6vZZ,"Crown Heights, Brooklyn",13386,15228,344526,2016-09-24 20:49:15,2020-05-04 13:01:40,13,"Raising a 𝓑𝓪𝓫𝔂 𝓥𝓮𝓰𝓪𝓷.  Here's a cute 𝓣-𝓢𝓱𝓲𝓻𝓽 for your little 𝓥𝓮𝓰𝓰𝓲𝓮 𝓛𝓸𝓿𝓮𝓻.  30% off w/code FAMILYFUNZAZ!  End Tonite!
https://t.co/FTbBTAZ298 @zazzle #babyvegan #veggielover #veganbaby #vegan #vegans #babyvegans #veganbabies",[]
natalia_linn,Digital artist and illustrator. Most of the work is done on iPad in vector format. Shop my designs at https://t.co/q9ixQI51wQ,"Toronto, Canada",102,87,905,2015-09-08 13:22:11,2020-05-04 13:01:06,13,"Raising a 𝓑𝓪𝓫𝔂 𝓥𝓮𝓰𝓪𝓷.  Here's a cute 𝓣-𝓢𝓱𝓲𝓻𝓽 for your little 𝓥𝓮𝓰𝓰𝓲𝓮 𝓛𝓸𝓿𝓮𝓻.  30% off w/code FAMILYFUNZAZ!  End Tonite!
https://t.co/FTbBTAZ298 @zazzle #babyvegan #veggielover #veganbaby #vegan #vegans #babyvegans #veganbabies",[]
novawoolfyoga,"Premium, Unique, Eco-Conscious Yoga Mats🧘‍♀️
Created From Hand-Painted Designs by @Nova_Woolf ✨
#NovaWoolfTribe
#NovaWoolfYoga to get featured","Johannesburg, South Africa",39,9,169,2019-12-30 12:58:20,2020-05-04 13:01:03,0,"🌟 This mat is like a towel &amp; yoga mat combined! Perfect for hot yoga &amp; sweaty practices! 🧘‍♀️

https://t.co/N9wdvJsuOF

#NovaWoolf #NovaWoolfYoga #Sustainable #Biodegradable #Vegan #Yoga #YogaLife #YogaMat #Yogi #ArtIsLife #Love #SouthAfricanYoga #YogaEveryDamnDay #YogaDaily https://t.co/wSRMkM3Z73","[{'text': 'NovaWoolf', 'indices': [128, 138]}, {'text': 'NovaWoolfYoga', 'indices': [139, 153]}, {'text': 'Sustainable', 'indices': [154, 166]}, {'text': 'Biodegradable', 'indices': [167, 181]}, {'text': 'Vegan', 'indices': [182, 188]}, {'text': 'Yoga', 'indices': [189, 194]}, {'text': 'YogaLife', 'indices': [195, 204]}, {'text': 'YogaMat', 'indices': [205, 213]}, {'text': 'Yogi', 'indices': [214, 219]}, {'text': 'ArtIsLife', 'indices': [220, 230]}, {'text': 'Love', 'indices': [231, 236]}, {'text': 'SouthAfricanYoga', 'indices': [237, 254]}, {'text': 'YogaEveryDamnDay', 'indices': [255, 272]}, {'text': 'YogaDaily', 'indices': [273, 283]}]"
wfgsoap,"President and Founder of the Waterfall Glen Soap Company, LLC  An all vegan, natural soap and skin care company.    Share the Goodness!",chicago,319,177,2460,2009-03-23 12:29:15,2020-05-04 13:00:52,0,"Dream to Fly - lilac and lily, vegan bath soap
#LilyOfTheValley #HandMadeSoap #lilac #WaterfallGlen #VeganSoap #soap #vegan #soapsaveslives #Natural #naturalskincare #outfy outfyinc. @ Waterfall Glen Soap Company https://t.co/E2qZ1Y7dfG","[{'text': 'LilyOfTheValley', 'indices': [47, 63]}, {'text': 'HandMadeSoap', 'indices': [64, 77]}, {'text': 'lilac', 'indices': [78, 84]}, {'text': 'WaterfallGlen', 'indices': [85, 99]}, {'text': 'VeganSoap', 'indices': [100, 110]}, {'text': 'soap', 'indices': [111, 116]}, {'text': 'vegan', 'indices': [117, 123]}, {'text': 'soapsaveslives', 'indices': [124, 139]}, {'text': 'Natural', 'indices': [140, 148]}, {'text': 'naturalskincare', 'indices': [149, 165]}, {'text': 'outfy', 'indices': [166, 172]}]"
VeggieFest,"Veggie Fest is one of the largest vegetarian/vegan food & wellness festivals in North America. 45,000 attendees in 2019. No Veggie Fest in 2020.",Lisle Illinois USA,17726,17031,104587,2009-05-27 09:03:27,2020-05-04 13:00:51,0,"Three best resolutions that each of us can adopt this year to start fresh and make this world a better place to live: Go plant-based, avoid using cars and, avoid using single-use plastics.

#SaveThePlanet #Vegan #GoVegan #ClimateChange #Resolutions2020 #Vegetarianism https://t.co/k5ePvmRMOF","[{'text': 'SaveThePlanet', 'indices': [190, 204]}, {'text': 'Vegan', 'indices': [205, 211]}, {'text': 'GoVegan', 'indices': [212, 220]}, {'text': 'ClimateChange', 'indices': [221, 235]}, {'text': 'Resolutions2020', 'indices': [236, 252]}, {'text': 'Vegetarianism', 'indices': [253, 267]}]"
DominicEvans23,"50+days with Awful Covid19. Married, 30 years old. Former History & Politics student, now working in IT. Progress.
Voted Remain, we should Leave. (Democracy)",,5001,1351,17509,2015-10-29 15:00:50,2020-05-04 13:00:39,2,"@Morrisons #foodboxes are available for delivery across  the #UK. Photos shown below are £35.

Shown below are #Meat &amp; #Veggie - 3 others available including #Vegan, #Ramadan

#FoodDeliveryLeicestershire
#FoodDeliveryDerbyshire
#FoodDeliverySomerset
#FoodDeliveryGloucestershire https://t.co/sup0dYkuxw","[{'text': 'foodboxes', 'indices': [31, 41]}, {'text': 'UK', 'indices': [81, 84]}, {'text': 'Meat', 'indices': [131, 136]}]"
Veg_Ezy_,Vegan Radio Host w @SHTFSeries on @radioKAOSnet Cornell Certified in Plant-Based Nutrition. Certified Integrative Nutrition. Culinary student & frequent ✈️er,"Sacramento, CA",40500,49350,45135,2009-08-17 23:03:05,2020-05-04 13:00:36,0,"Cherimoya Goodness - https://t.co/H3IZdmRZAS
#vegan https://t.co/o391zrXNWU","[{'text': 'vegan', 'indices': [45, 51]}]"
spookstarx,"Interested in Ecology, Wildlife, Sustainable Agriculture and Photography. Plant-Based. Deaf in One Ear. Casual feminist. Likes all creatures great and small :)",Ireland,221,7,300,2015-07-26 20:02:51,2020-05-04 13:00:35,9,"Super excited to announce that @BOSHTV are launching their first #vegan cakes to be available in supermarkets - just in time for our #30yearsofvegan celebrations! Get BOSH!'s #VeganTrademark registered Chocolate and Lemon cakes in @tescofood from today, and in @asda from 13 July https://t.co/zGMc6nrLr3","[{'text': 'vegan', 'indices': [85, 91]}]"
JWA_2016,"Hi, Im a #Ebay Seller from #London Selling from Elegant #Jewelry to Beautiful #Purses. Fast & Free Delivery on All Items ! https://t.co/AQ5hLZ6Xyl…",United Kingdom,21978,21259,183312,2015-03-12 18:36:22,2020-05-04 13:00:31,13,"Raising a 𝓑𝓪𝓫𝔂 𝓥𝓮𝓰𝓪𝓷.  Here's a cute 𝓣-𝓢𝓱𝓲𝓻𝓽 for your little 𝓥𝓮𝓰𝓰𝓲𝓮 𝓛𝓸𝓿𝓮𝓻.  30% off w/code FAMILYFUNZAZ!  End Tonite!
https://t.co/FTbBTAZ298 @zazzle #babyvegan #veggielover #veganbaby #vegan #vegans #babyvegans #veganbabies",[]
